phrase_norm,phrase,lang,count,source,provenance,count_basis
ڈیلیو میں دیکھنے کے لئے ایک ڈیلی,ڈیلیو میں دیکھنے کے لئے ایک ڈیلی,ur,1,hf_noise,observed,observed
ڈیلیو میں مزید تعلیمات کرتے ہیں,ڈیلیو میں مزید تعلیمات کرتے ہیں,ur,1,hf_noise,observed,observed
ڈیویڈ میں بہترین مقامات ہیں,ڈیویڈ میں بہترین مقامات ہیں,ur,1,hf_noise,observed,observed
ڈیویڈیو ایڈیو ایڈیو,ڈیویڈیو ایڈیو ایڈیو,ur,1,hf_noise,observed,observed
ڈیویڈیو ایک سیٹی پر ڈیویڈیو کلک,ڈیویڈیو ایک سیٹی پر ڈیویڈیو کلک,ur,1,hf_noise,observed,observed
ڈیویڈیو ایک سیٹیو پر بھی دیکھ سک,ڈیویڈیو ایک سیٹیو پر بھی دیکھ سک,ur,1,hf_noise,observed,observed
ڈیویڈیو ایک سیڈیو پر رہنمائی کر,ڈیویڈیو ایک سیڈیو پر رہنمائی کر,ur,1,hf_noise,observed,observed
ڈیویڈیو ایک سیڈیو پر رہنے والے,ڈیویڈیو ایک سیڈیو پر رہنے والے,ur,1,hf_noise,observed,observed
ڈیویڈیو ایک سیڈیو پر ملیں,ڈیویڈیو ایک سیڈیو پر ملیں,ur,1,hf_noise,observed,observed
ڈیڑی ڈیڑی,ڈیڑی ڈیڑی,sd,1,hf_noise,observed,observed
ڈیگریدید,ڈیگریدید,ps,1,hf_noise,observed,observed
ڑی کاری باید برگردید,ڑی کاری باید برگردید,ps,1,hf_noise,observed,observed
کتی اونده بود,کتی اونده بود,fa,1,hf_noise,observed,observed
کرتا ہے,کرتا ہے,ur,1,hf_noise,observed,observed
کردن بردارید,کردن بردارید,ps,1,hf_noise,observed,observed
کردن برسیدید,کردن برسیدید,ps,1,hf_noise,observed,observed
کردن کردن,کردن کردن,ps,1,hf_noise,observed,observed
کردید,کردید,ps,1,hf_noise,observed,observed
کردیدیدید,کردیدیدید,ps,1,hf_noise,observed,observed
کرنے والا ہے,کرنے والا ہے,ur,1,hf_noise,observed,observed
کلبوچنید,کلبوچنید,ps,1,hf_noise,observed,observed
کلیفتون کا باقی محلات دارید,کلیفتون کا باقی محلات دارید,ps,1,hf_noise,observed,observed
کلیمت آنکھوڑی کاری کا برای آنکھو,کلیمت آنکھوڑی کاری کا برای آنکھو,ps,1,hf_noise,observed,observed
کلیمتر درسته اینجا کا برای ازمین,کلیمتر درسته اینجا کا برای ازمین,ps,1,hf_noise,observed,observed
کلیمتر درسته مرسیدید,کلیمتر درسته مرسیدید,ps,1,hf_noise,observed,observed
کلیمتر درستید,کلیمتر درستید,ps,1,hf_noise,observed,observed
کمت مردانی با از اینجا درسته بود,کمت مردانی با از اینجا درسته بود,ps,1,hf_noise,observed,observed
کنیده اینجا باید برگردید,کنیده اینجا باید برگردید,ps,1,hf_noise,observed,observed
کنیدیو کنیدیو,کنیدیو کنیدیو,ps,1,hf_noise,observed,observed
کو ایک بہترین ویڈیو میں بھی مل ج,کو ایک بہترین ویڈیو میں بھی مل ج,ur,1,hf_noise,observed,observed
کو بھی دیکھنے کا مطلب ہے,کو بھی دیکھنے کا مطلب ہے,ur,1,hf_noise,observed,observed
کو یہاں سے ایک بہترین ویڈیو کی ت,کو یہاں سے ایک بہترین ویڈیو کی ت,ur,1,hf_noise,observed,observed
کی سبزیر کی تعلیم ملتی ہے تو مجھے,کی سبزیر کی تعلیم ملتی ہے تو مجھے,ur,1,hf_noise,observed,observed
کیا ہے اس ویڈیو میں بھی ایک بہت,کیا ہے اس ویڈیو میں بھی ایک بہت,ur,1,hf_noise,observed,observed
کیسے کھانا چاہتے ہیں,کیسے کھانا چاہتے ہیں,ur,1,hf_noise,observed,observed
گوشتی گوشتی گوشتی,گوشتی گوشتی گوشتی,sd,1,hf_noise,observed,observed
گے,گے,ur,1,hf_noise,observed,observed
ھی اچھا چیز نہیں ہے,ھی اچھا چیز نہیں ہے,ur,1,hf_noise,observed,observed
ھی ایک بہترین ویڈیو کے ساتھ مزید,ھی ایک بہترین ویڈیو کے ساتھ مزید,ur,1,hf_noise,observed,observed
ھی موجود ہے,ھی موجود ہے,ur,1,hf_noise,observed,observed
ھیا ہے,ھیا ہے,ur,1,hf_noise,observed,observed
ھیں,ھیں,ur,1,hf_noise,observed,observed
ہ محسوس کیا لہذا یہاں سے بہت زی,ہ محسوس کیا لہذا یہاں سے بہت زی,ur,1,hf_noise,observed,observed
ہ کیا ہے,ہ کیا ہے,ur,1,hf_noise,observed,observed
ہترین باتیں دیکھنا چاہتے ہیں,ہترین باتیں دیکھنا چاہتے ہیں,ur,1,hf_noise,observed,observed
ہترین ویڈیو پر ایک لیکن رہتے ہیں,ہترین ویڈیو پر ایک لیکن رہتے ہیں,ur,1,hf_noise,observed,observed
ہترین ویڈیو پیش کرتے ہیں تو اس وی,ہترین ویڈیو پیش کرتے ہیں تو اس وی,ur,1,hf_noise,observed,observed
ہمیں بہترین ویڈیو میں بہترین ویڈ,ہمیں بہترین ویڈیو میں بہترین ویڈ,ur,1,hf_noise,observed,observed
ہونے والے ملیں گے,ہونے والے ملیں گے,ur,1,hf_noise,observed,observed
ہیں اگلی ویڈیو میں بھی ایک ویڈیو,ہیں اگلی ویڈیو میں بھی ایک ویڈیو,ur,1,hf_noise,observed,observed
ہیں تو,ہیں تو,ur,1,hf_noise,observed,observed
ہے لہذا اپنے بہترین ویڈیو پر,ہے لہذا اپنے بہترین ویڈیو پر,ur,1,hf_noise,observed,observed
ی از برای اینجا محصولی کنید,ی از برای اینجا محصولی کنید,ps,1,hf_noise,observed,observed
ی باید باید برگردید,ی باید باید برگردید,ps,1,hf_noise,observed,observed
ی تصویر دے دیں,ی تصویر دے دیں,ur,1,hf_noise,observed,observed
ی درست دارم,ی درست دارم,ps,1,hf_noise,observed,observed
ید تعلیم کیا ہے,ید تعلیم کیا ہے,ur,1,hf_noise,observed,observed
ید تعلیم کیا ہے تو اس ویڈیو میں ب,ید تعلیم کیا ہے تو اس ویڈیو میں ب,ur,1,hf_noise,observed,observed
ید تو با این از این سیگیری کا در,ید تو با این از این سیگیری کا در,ps,1,hf_noise,observed,observed
یشتر کار کنید,یشتر کار کنید,ps,1,hf_noise,observed,observed
یشتر کنید,یشتر کنید,ps,1,hf_noise,observed,observed
یم ملتی ہے,یم ملتی ہے,ur,1,hf_noise,observed,observed
ین ویڈیو میں مزید تعلیم کیا ہے تو,ین ویڈیو میں مزید تعلیم کیا ہے تو,ur,1,hf_noise,observed,observed
ین ویڈیو پر رکھیں اگر آپ کو ایک ب,ین ویڈیو پر رکھیں اگر آپ کو ایک ب,ur,1,hf_noise,observed,observed
ینجایی بردارد,ینجایی بردارد,fa,1,hf_noise,observed,observed
یو میں بھی مل جائے گا تو میں آپ,یو میں بھی مل جائے گا تو میں آپ,ur,1,hf_noise,observed,observed
یو میں سوال کریں گے,یو میں سوال کریں گے,ur,1,hf_noise,observed,observed
یو پر بھی ایک لیکن ایک شیئر کریں,یو پر بھی ایک لیکن ایک شیئر کریں,ur,1,hf_noise,observed,observed
یو پر ملتا ہے,یو پر ملتا ہے,ur,1,hf_noise,observed,observed
یو کی تصویر کی ویڈیو پر رہتے ہیں,یو کی تصویر کی ویڈیو پر رہتے ہیں,ur,1,hf_noise,observed,observed
یو کے ساتھ بھی ایک ویڈیو پر ملیں گ,یو کے ساتھ بھی ایک ویڈیو پر ملیں گ,ur,1,hf_noise,observed,observed
یڈیو محفوظ ہونے والے ایک ہی ویڈیو,یڈیو محفوظ ہونے والے ایک ہی ویڈیو,ur,1,hf_noise,observed,observed
یڈیو پر بھی ایک لیکن ایک سبسکرائب,یڈیو پر بھی ایک لیکن ایک سبسکرائب,ur,1,hf_noise,observed,observed
یک ویڈیو میں بھی مزید تعلیمات کرت,یک ویڈیو میں بھی مزید تعلیمات کرت,ur,1,hf_noise,observed,observed
یکھنا چاہتے ہیں تو آپ کو یہاں سے ب,یکھنا چاہتے ہیں تو آپ کو یہاں سے ب,ur,1,hf_noise,observed,observed
یکھیں,یکھیں,ur,1,hf_noise,observed,observed
یں,یں,ur,1,hf_noise,observed,observed
یں تو میں ایک سیڈیو پر رہنمائی کر,یں تو میں ایک سیڈیو پر رہنمائی کر,ur,1,hf_noise,observed,observed
یہاں سے اگلے بہترین ویڈیو میں ڈ,یہاں سے اگلے بہترین ویڈیو میں ڈ,ur,1,hf_noise,observed,observed
یہاں سے بہترین ویڈیو مقامات کو د,یہاں سے بہترین ویڈیو مقامات کو د,ur,1,hf_noise,observed,observed
یہاں سے بہترین ویڈیو کی تصویر د,یہاں سے بہترین ویڈیو کی تصویر د,ur,1,hf_noise,observed,observed
ے,ے,ur,1,hf_noise,observed,observed
ے ہیں تو,ے ہیں تو,ur,1,hf_noise,observed,observed
अ द ल ज व च ल slightly,अ द ल ज व च ल slightly,as,1,hf_noise,observed,observed
अ दल,अ दल,gu,1,hf_noise,observed,observed
अ स इश ट र क स ट क ब,अ स इश ट र क स ट क ब,as,1,hf_noise,observed,observed
अऐ अ श mr engagement,अऐ अ श mr engagement,as,1,hf_noise,observed,observed
अगर अपन आपक ब द लगत,अगर अपन आपक ब द लगत,sd,1,hf_noise,observed,observed
अगर आपक प रश द पर ज न,अगर आपक प रश द पर ज न,hi,1,hf_noise,observed,observed
अगर आपक परव र च करत,अगर आपक परव र च करत,hi,1,hf_noise,observed,observed
अगर आपक बह त हर व ल,अगर आपक बह त हर व ल,hi,1,hf_noise,observed,observed
अगर आपक म समत य ज न,अगर आपक म समत य ज न,mr,1,hf_noise,observed,observed
अगर आरक य कर छ प द प,अगर आरक य कर छ प द प,gu,1,hf_noise,observed,observed
अगर झ न ह दम पर इसम न,अगर झ न ह दम पर इसम न,gu,1,hf_noise,observed,observed
अगर त जब व ज वन ह न,अगर त जब व ज वन ह न,hi,1,hf_noise,observed,observed
अगर द न ल ख ग त त म,अगर द न ल ख ग त त म,hi,1,hf_noise,observed,observed
अगर न ज वन र प स प रश,अगर न ज वन र प स प रश,hi,1,hf_noise,observed,observed
अगर पर व रफ र च ज पर,अगर पर व रफ र च ज पर,hi,1,hf_noise,observed,observed
अगर य प रक ण ज न ज न,अगर य प रक ण ज न ज न,mr,1,hf_noise,observed,observed
अगर व प र स र प इट ह,अगर व प र स र प इट ह,hi,1,hf_noise,observed,observed
अगर व पत गय ह रह ह,अगर व पत गय ह रह ह,hi,1,hf_noise,observed,observed
अगर व बन य त प र ड,अगर व बन य त प र ड,ne,1,hf_noise,observed,observed
अगर सबपट ख ल करत,अगर सबपट ख ल करत,gu,1,hf_noise,observed,observed
अगल क प करत ह,अगल क प करत ह,as,1,hf_noise,observed,observed
अडक प य क न ब र ट र,अडक प य क न ब र ट र,ha,1,hf_noise,observed,observed
अद ओ ध ल प त वर म ल,अद ओ ध ल प त वर म ल,ha,1,hf_noise,observed,observed
अद र took the left lane and moved ahead to show a,अद र took the left lane and moved ahead to show a,mr,1,hf_noise,observed,observed
अपन प र ध प र ध प,अपन प र ध प र ध प,as,1,hf_noise,observed,observed
अपन भ पसप त करल परह,अपन भ पसप त करल परह,sd,1,hf_noise,observed,observed
अपर आप क भ ज एग,अपर आप क भ ज एग,pa,1,hf_noise,observed,observed
अपर ण गव ल ब ल क नबर,अपर ण गव ल ब ल क नबर,gu,1,hf_noise,observed,observed
अपर स प र ट बन,अपर स प र ट बन,sd,1,hf_noise,observed,observed
अब और त म च य,अब और त म च य,hi,1,hf_noise,observed,observed
अब क य र ख ष य स थ ज,अब क य र ख ष य स थ ज,mr,1,hf_noise,observed,observed
अभ त know,अभ त know,ne,1,hf_noise,observed,observed
