phrase_norm,phrase,lang,count,source,source_phrase
"åh, jävel.","Åh, jävel.",sv,55,translated:en,oh fuck
vi är strax tillbaka.,Vi är strax tillbaka.,sv,55,translated:en,we ll be right back
här kommer vi.,Här kommer vi.,sv,53,translated:en,here we go
jag vet inte om jag klarar det här.,Jag vet inte om jag klarar det här.,sv,53,translated:en,i m not sure if i can get through this
välkommen till ett annat avsnitt av,Välkommen till ett annat avsnitt av,sv,53,translated:en,welcome to another episode of the
jag ska göra det igen.,Jag ska göra det igen.,sv,51,translated:en,i m going to do it again
så tills nästa gång.,Så tills nästa gång.,sv,51,translated:en,so until next time bye for now
vad är det?,Vad är det?,sv,51,translated:en,woo oo
jag ska på toaletten.,Jag ska på toaletten.,sv,49,translated:en,i m going to go to the bathroom
jag är inte säker på om jag borde ha använt,Jag är inte säker på om jag borde ha använt,sv,47,translated:en,i m not sure if i should have used the
åh gud!,Åh gud!,sv,47,translated:en,oh god
välkommen till,Välkommen till,sv,47,translated:en,welcome to the
jag älskar dig.,Jag älskar dig.,sv,43,translated:en,i love you
jag tänker inte göra det.,Jag tänker inte göra det.,sv,43,translated:en,i m not going to do that
jag är inte säker på om jag skulle ha använt skölden men jag är inte säker på om jag skulle ha använt skölden,Jag är inte säker på om jag skulle ha använt skölden men jag är inte säker på om jag skulle ha använt skölden,sv,43,translated:en,i m not sure if i should have used the shield but i m not sure if i should have used the shield
transkription av eso översättning av,transkription av eso översättning av,sv,43,translated:en,transcription by eso translation by
av muhsen,Av Muhsen,sv,41,translated:en,closed captioning provided by muhsen
jag ska gå.,Jag ska gå.,sv,41,translated:en,i m going to go
jag är inte säker på vad det var.,Jag är inte säker på vad det var.,sv,41,translated:en,i m not sure what the hell that was
"åh, mannen.","Åh, mannen.",sv,41,translated:en,oh man
där är du.,Där är du.,sv,41,translated:en,there you go
- vad är det?,- Vad är det?,sv,39,translated:en,baa a
hej alla. välkommen till min kanal.,Hej alla. Välkommen till min kanal.,sv,39,translated:en,hello everyone welcome to my channel
"hej, mina vänner.","Hej, mina vänner.",sv,37,translated:en,hello friends
jag ska ta dig.,Jag ska ta dig.,sv,35,translated:en,i m going to get you
jag ska hämta lite mer.,Jag ska hämta lite mer.,sv,35,translated:en,i m going to go get some more
jag ska till andra sidan.,Jag ska till andra sidan.,sv,35,translated:en,i m going to go to the other side
jag är inte säker på om du kan se det här men jag är inte säker,Jag är inte säker på om du kan se det här men jag är inte säker,sv,35,translated:en,i m not sure if you can see this but i m not sure
herregud.,Herregud.,sv,35,translated:en,oh my gosh
st pauls kyrka,St Pauls kyrka,sv,35,translated:en,st paul s church
stationen är en,stationen är en,sv,35,translated:en,the station is a
jag ska hämta min väska.,Jag ska hämta min väska.,sv,33,translated:en,i m going to go ahead and get my bag
det är det.,Det är det.,sv,33,translated:en,that s it
jag är inte säker på om jag ska göra det här men jag är inte säker,Jag är inte säker på om jag ska göra det här men jag är inte säker,sv,31,translated:en,i m not sure if i should do this but i m not sure
jag är inte säker på om jag borde ha använt flashbang.,Jag är inte säker på om jag borde ha använt flashbang.,sv,31,translated:en,i m not sure if i should have used the flashbang
rr dig,RR dig,sv,31,translated:en,rr you
spelet är baserat på det ursprungliga spelet men spelet är baserat på det ursprungliga spelet,Spelet är baserat på det ursprungliga spelet men spelet är baserat på det ursprungliga spelet,sv,31,translated:en,the game is based on the original game but the game is based on the original game
jag ska gå vidare och hämta,Jag ska gå vidare och hämta,sv,29,translated:en,i m going to go ahead and get the
tanya cushman recensör s,Tanya Cushman recensör s,sv,29,translated:en,tanya cushman reviewer s
bra jobb.,Bra jobb.,sv,27,translated:en,good job
jag ska hämta min hund.,Jag ska hämta min hund.,sv,27,translated:en,i m going to go get my dog
jag ska använda en,Jag ska använda en,sv,27,translated:en,i m going to use a
"välkommen till new york city, new york.","Välkommen till New York City, New York.",sv,27,translated:en,welcome to the new york city of new york
västgård,Västgård,sv,27,translated:en,west yard
vad gör du?,Vad gör du?,sv,27,translated:en,what are you doing
en aah,en aah,sv,25,translated:en,a aah
klockor som klockar,Klockor som klockar,sv,25,translated:en,bells chiming
jag vet.,Jag vet.,sv,25,translated:en,i know
jag ska starta motorn.,Jag ska starta motorn.,sv,25,translated:en,i m going to go ahead and start the engine
jag ska gå till nästa.,Jag ska gå till nästa.,sv,25,translated:en,i m going to go to the next one
blanda väl,blanda väl,sv,25,translated:en,mix well
det är du.,Det är du.,sv,25,translated:en,the you
"åh, du.","Åh, du.",sv,25,translated:en,uh you
västville,Västville,sv,25,translated:en,west ville
vem är det?,Vem är det?,sv,25,translated:en,who oo
en bra pojke.,En bra pojke.,sv,23,translated:en,good boy
jag ska göra det.,Jag ska göra det.,sv,23,translated:en,i m going to go ahead and do it
jag ska göra ett hål i botten av,Jag ska göra ett hål i botten av,sv,23,translated:en,i m going to make a hole in the bottom of the
jag ska ta en snabb paus och sedan gå tillbaka till,Jag ska ta en snabb paus och sedan gå tillbaka till,sv,23,translated:en,i m going to take a quick break and then head back to the
jag vet inte om jag kan ta vapnet.,Jag vet inte om jag kan ta vapnet.,sv,23,translated:en,i m not sure if i can get the gun
vad är det?,Vad är det?,sv,23,translated:en,waa a
- hur är det?,- Hur är det?,sv,21,translated:en,hoo oo
jag kan inte.,Jag kan inte.,sv,21,translated:en,i can t
jag tänker inte låta dig gå.,Jag tänker inte låta dig gå.,sv,21,translated:en,i m not going to let you go
jag är så spänd.,Jag är så spänd.,sv,21,translated:en,i m so excited
låt oss se.,Låt oss se.,sv,21,translated:en,let s see
"åh, hon.","Åh, hon.",sv,21,translated:en,oh ho
pfftttttt,Pfftttttt,sv,21,translated:en,pfftt tt
tack så mycket.,Tack så mycket.,sv,21,translated:en,thank you very much
spelet är baserat på det ursprungliga spelet men det är inte det ursprungliga spelet,Spelet är baserat på det ursprungliga spelet men det är inte det ursprungliga spelet,sv,21,translated:en,the game is based on the original game but it s not the original game
- vad är det?,- Vad är det?,sv,19,translated:en,buzz z
"hej, killar.","Hej, killar.",sv,19,translated:en,hi guys
helvete!,Helvete!,sv,19,translated:en,holy shit
jag måste göra det här igen.,Jag måste göra det här igen.,sv,19,translated:en,i m going to have to do this again
jag ska göra lite,Jag ska göra lite,sv,19,translated:en,i m going to make a little
jag ska försöka få en bättre bild av vattnet.,Jag ska försöka få en bättre bild av vattnet.,sv,19,translated:en,i m going to try to get a better view of the water
jag ska försöka få det ur vägen.,Jag ska försöka få det ur vägen.,sv,19,translated:en,i m going to try to get it out of the way
jag ska försöka komma härifrån.,Jag ska försöka komma härifrån.,sv,19,translated:en,i m going to try to get out of here
jag är inte säker på om det är rätt ord men jag är inte säker på om det är rätt ord,Jag är inte säker på om det är rätt ord men jag är inte säker på om det är rätt ord,sv,19,translated:en,i m not sure if that s the right word but i m not sure if that s the right word
jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet att göra det,Jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet att göra det,sv,19,translated:en,i m not sure if this is the best way to do it but i m not sure if it s the best way to do it
ringbältar,Ringbältar,sv,19,translated:en,jingle bells
"åh, min gud.","Åh, min gud.",sv,19,translated:en,oh my goodness
sirener,Sirener,sv,19,translated:en,siren blares
tåget rör sig nu mot stationen.,Tåget rör sig nu mot stationen.,sv,19,translated:en,the train is now moving towards the station
tack för att ni tittade.,Tack för att ni tittade.,sv,17,translated:en,a thank you for watching
björnsbänk,Björnsbänk,sv,17,translated:en,bee end
jag vet inte vad jag ska göra.,Jag vet inte vad jag ska göra.,sv,17,translated:en,i don t know what to do
jag klarar det.,Jag klarar det.,sv,17,translated:en,i got it
jag ska dricka ett glas vatten.,Jag ska dricka ett glas vatten.,sv,17,translated:en,i m going to drink a glass of water
jag är hemma.,Jag är hemma.,sv,17,translated:en,i m home
det gör jag inte.,Det gör jag inte.,sv,17,translated:en,i m not
jag är inte säker.,Jag är inte säker.,sv,17,translated:en,i m not sure
jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet,Jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet,sv,17,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way
jag är inte säker på om det här är rätt sätt att göra det men jag är inte säker på om det här är rätt sätt att göra det,Jag är inte säker på om det här är rätt sätt att göra det men jag är inte säker på om det här är rätt sätt att göra det,sv,17,translated:en,i m not sure if this is the right way to do it but i m not sure if this is the right way
"sja, du.","Sja, du.",sv,17,translated:en,shh you
sss dig,Sss dig,sv,17,translated:en,ss you
transkriberad av eso översatt av,Transkriberad av eso översatt av,sv,17,translated:en,transcribed by eso translated by
"åh, då?","Åh, då?",sv,17,translated:en,uh huh
välkommen till new york city.,Välkommen till New York City.,sv,17,translated:en,welcome to the new york city of new york city
vad är det?,Vad är det?,sv,17,translated:en,what s up
och den,och den,sv,16,translated:en,and the
rubriker av nikosubs,Rubriker av nikosubs,sv,15,translated:en,captions by nicosubs
kom hit.,Kom hit.,sv,15,translated:en,come here
e slut,E slut,sv,15,translated:en,ee end
väntar bråkar,Väntar bråkar,sv,15,translated:en,fans roar
eld i hålet,Eld i hålet,sv,15,translated:en,fire in the hole
en bra tjej.,En bra tjej.,sv,15,translated:en,good girl
jag fick honom.,Jag fick honom.,sv,15,translated:en,got him
jag ska börja spela in.,Jag ska börja spela in.,sv,15,translated:en,i m going to go ahead and start the recording
jag ska göra ett hål i botten av hålet,Jag ska göra ett hål i botten av hålet,sv,15,translated:en,i m going to make a hole in the bottom of the hole
jag ska göra en sauce.,Jag ska göra en sauce.,sv,15,translated:en,i m going to make a sauce
jag ska försöka äta den med mina händer.,Jag ska försöka äta den med mina händer.,sv,15,translated:en,i m going to try to eat it with my hands
jag är ingen robot.,Jag är ingen robot.,sv,15,translated:en,i m not a robot
jag tänker inte göra det igen.,Jag tänker inte göra det igen.,sv,15,translated:en,i m not going to do it again
jag vet inte om jag kan få nyckeln till bröstet.,Jag vet inte om jag kan få nyckeln till bröstet.,sv,15,translated:en,i m not sure if i can get the key to the chest
jag vet inte om jag gör det rätt eller inte.,Jag vet inte om jag gör det rätt eller inte.,sv,15,translated:en,i m not sure if i m doing it right or not
jag vet inte om jag kommer att kunna göra det.,Jag vet inte om jag kommer att kunna göra det.,sv,15,translated:en,i m not sure if i m going to be able to do it
jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet att göra det,Jag är inte säker på om det här är det bästa sättet att göra det men jag är inte säker på om det är det bästa sättet att göra det,sv,15,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way to do it
jag är inte säker på om du kan se den röda punkten på skärmen,Jag är inte säker på om du kan se den röda punkten på skärmen,sv,15,translated:en,i m not sure if you can see the red dot on the screen
jag vet inte vad jag gör.,Jag vet inte vad jag gör.,sv,15,translated:en,i m not sure what i m doing
jag är inte säker på vad jag gör här. jag ska bara fortsätta.,Jag är inte säker på vad jag gör här. Jag ska bara fortsätta.,sv,15,translated:en,i m not sure what i m doing here i m just going to keep going
jag vet inte vad det är.,Jag vet inte vad det är.,sv,15,translated:en,i m not sure what that is
jag vet inte varför jag gör det här men jag är inte säker.,Jag vet inte varför jag gör det här men jag är inte säker.,sv,15,translated:en,i m not sure why i m doing this but i m not sure
jag är så ledsen.,Jag är så ledsen.,sv,15,translated:en,i m so sorry
titta på det.,Titta på det.,sv,15,translated:en,look at that
ååååååååå,Ååååååååå,sv,15,translated:en,oo ooh
vi ses nästa gång.,Vi ses nästa gång.,sv,15,translated:en,we ll see you next time
välkommen till min kanal.,Välkommen till min kanal.,sv,15,translated:en,welcome to my channel
vad fan?,Vad fan?,sv,15,translated:en,what the fuck
