phrase_norm,phrase,lang,count,source
that light machine gun gives us the opportunity to reduce the soldier s burden with a lightweight correct me if i m wrong automatic rifleman by over 20 pounds,that light machine gun gives us the opportunity to reduce the soldier s burden with a lightweight correct me if i m wrong automatic rifleman by over 20 pounds,en,1,agh_full
that like we are folks,that like we are folks,en,1,agh_full
that little girl in the black shirt on that girl in the black now,that little girl in the black shirt on that girl in the black now,en,1,agh_full
that little shot is fire burning on the disco fire burning,that little shot is fire burning on the disco fire burning,en,1,agh_full
that live upon the moor by us and there s some babies there look i think they think i m the farmer,that live upon the moor by us and there s some babies there look i think they think i m the farmer,en,1,agh_full
that ll be an inch and a half round,that ll be an inch and a half round,en,1,agh_full
that ll be great for cooking duck eggs in and good wine is just about reduced enough,that ll be great for cooking duck eggs in and good wine is just about reduced enough,en,1,agh_full
that ll do yay tetsu holy symbol that was simple enough,that ll do yay tetsu holy symbol that was simple enough,en,1,agh_full
that ll make it obvious to me but at the moment no i have no idea on that it s pretty,that ll make it obvious to me but at the moment no i have no idea on that it s pretty,en,1,agh_full
that looks awesome that s how it should be exactly i m so excited that s how it should be,that looks awesome that s how it should be exactly i m so excited that s how it should be,en,1,agh_full
that looks good we might even use a little air to clean it out down there,that looks good we might even use a little air to clean it out down there,en,1,agh_full
that looks great it s now time to add the zucchini and salt and pepper again,that looks great it s now time to add the zucchini and salt and pepper again,en,1,agh_full
that looks pretty good you can let it run longer if you like i like to give it that nice sort of thick shake or frappe consistency,that looks pretty good you can let it run longer if you like i like to give it that nice sort of thick shake or frappe consistency,en,1,agh_full
that made pretty quick work of that,that made pretty quick work of that,en,1,agh_full
that makes you get nugs you re getting me all puss there she is look at her look at that big beautiful girl,that makes you get nugs you re getting me all puss there she is look at her look at that big beautiful girl,en,1,agh_full
that man hornier than a three balled tomcat and just as cagey,that man hornier than a three balled tomcat and just as cagey,en,1,agh_full
that maybe you want to see what chris and i keep in our fridge for ourselves and our kids voila,that maybe you want to see what chris and i keep in our fridge for ourselves and our kids voila,en,1,agh_full
that means from china it s chinese spelled out this is thailand it s thai spelled out,that means from china it s chinese spelled out this is thailand it s thai spelled out,en,1,agh_full
that means summon the power of zeus and throw cock,that means summon the power of zeus and throw cock,en,1,agh_full
that means that once it starts i drop the magnet in and then it works,that means that once it starts i drop the magnet in and then it works,en,1,agh_full
that means the coffee s being stirred this way then it goes back that way that s exactly how you stir a coffee thanks for watching,that means the coffee s being stirred this way then it goes back that way that s exactly how you stir a coffee thanks for watching,en,1,agh_full
that might be on your motherboard i m just using ajax,that might be on your motherboard i m just using ajax,en,1,agh_full
that might work actually what do you think here,that might work actually what do you think here,en,1,agh_full
that most guys are looking,that most guys are looking,en,1,agh_full
that must be nico okay the tree with the white flowers i have to step forward,that must be nico okay the tree with the white flowers i have to step forward,en,1,agh_full
that never gets old,that never gets old,en,1,agh_full
that noise that you hear in the mower that rattling all that is just the muffler,that noise that you hear in the mower that rattling all that is just the muffler,en,1,agh_full
that of course was followed by thanksgiving as the congregation joined the couple and,that of course was followed by thanksgiving as the congregation joined the couple and,en,1,agh_full
that off the gate grandma,that off the gate grandma,en,1,agh_full
that oil does t look too bad actually but we re going to do 5 00 mile oil change intervals on this car because we re probably going to keep it for a long time and then one of my kids,that oil does t look too bad actually but we re going to do 5 00 mile oil change intervals on this car because we re probably going to keep it for a long time and then one of my kids,en,1,agh_full
